iso3,country,year,gdp_pc,invest_gdp,trade_gdp,inflation,pop_growth,industry_gdp,tourism_arrivals
BOL,Bolivia,1997,1962.86404301605,19.6319690404537,50.4696628058748,4.70844436028193,1.80569805808475,26.4351094914312,355000.0
BOL,Bolivia,1998,2025.5033470495,23.6065117115701,52.2811629581228,7.67322895675083,1.76561111828867,26.1333943093732,387000.0
BOL,Bolivia,1999,1998.94533975051,18.771852078251,44.1682564870165,2.15951626835598,1.74582928419343,25.1438963960235,342000.0
BOL,Bolivia,2000,2014.19024634132,18.1434786934628,45.5977750218555,4.60822998872598,1.71712723342906,25.7390221812353,319000.0
BOL,Bolivia,2001,2013.84581094568,14.2684344660588,45.2278224315522,1.58965377879568,1.68688229604066,25.4206764753126,316000.0
BOL,Bolivia,2002,2029.66993705968,16.294673391902,49.3502603725957,0.92825885161107,1.67248263752338,25.4735692447779,334000.0
BOL,Bolivia,2003,2050.07133419082,13.2320723069973,51.967836443987,3.33727499671534,1.67509392038728,25.5964904919612,427000.0
BOL,Bolivia,2004,2099.9908107392,11.0217031489009,57.4642660901316,4.43738080101725,1.68272509947837,26.8396494762825,480000.0
BOL,Bolivia,2005,2156.18670353603,14.2536216336637,67.6419413613743,5.39323106890663,1.68564890189224,26.2692194219914,524000.0
BOL,Bolivia,2006,2221.42722588941,13.8653311051279,74.537848431547,4.28239604802561,1.70464062326774,27.652247464959,521000.0
BOL,Bolivia,2007,2283.42733535297,15.1866548549559,76.0619114476148,8.70560923578869,1.71051652675101,28.2897904061027,573000.0
BOL,Bolivia,2008,2383.25032547517,17.5527400611141,82.8670208961798,14.0068107702519,1.68811436886035,29.7366397824222,594000.0
BOL,Bolivia,2009,2422.57579380245,16.971260971496,68.6270739127592,3.34645420142014,1.66527120616965,29.2286844945559,599000.0
BOL,Bolivia,2010,2481.4070083834,17.0070184588469,75.5116262512877,2.50327605844241,1.64440681785103,30.1439417460822,679000.0
BOL,Bolivia,2011,2568.52051674406,19.8155524290026,82.4803954243518,9.88446419823883,1.62276978666345,30.3691066361261,711000.0
BOL,Bolivia,2012,2657.2388497837,17.6729919914841,84.9487611684942,4.51560291399376,1.59965176170266,29.3342196293346,798000.0
BOL,Bolivia,2013,2793.51457124054,19.0177268858945,81.2309075267174,5.73640023719607,1.57374447646261,28.5181929044884,798000.0
BOL,Bolivia,2014,2900.90241571477,21.0337970312715,85.2644695625131,5.76660074579144,1.54455877769864,27.6254998805738,871000.0
BOL,Bolivia,2015,2996.01289811344,20.2812768788265,67.9328451905248,4.05961041135645,1.51686119793977,25.2024162838659,882000.0
BOL,Bolivia,2016,3077.57057582774,21.0573618533858,56.4010345026573,3.62321431764138,1.48970583998181,25.3263589797711,961000.0
BOL,Bolivia,2017,3160.16421247588,24.3763407852814,45.5761123650708,2.8227580554717,1.46124572329841,30.1846229804293,1109000.0
BOL,Bolivia,2018,3204.53670838005,24.0294938980641,46.9261953417368,2.27205987230155,1.43337090655267,30.385489117214,1142000.0
BOL,Bolivia,2019,3207.38695231128,22.7024136915554,45.8209732749024,1.83954504969026,1.40657823805422,30.4627271604529,1239000.0
BOL,Bolivia,2020,2765.09271788602,17.268345922029,37.5164342446486,0.940742153381849,1.23396442673807,27.2757447830119,323299.987792969
BOL,Bolivia,2021,3011.55110825301,17.7866439972031,47.6670843158984,0.737383721452275,1.01931284088344,30.8437936181153,
BOL,Bolivia,2022,3088.24126173436,18.0408015748368,57.5249335789631,1.74632872945969,1.16425907336882,32.0192722610323,
BOL,Bolivia,2023,3122.77049466223,18.9835359683279,49.6083255594597,2.57688800489192,1.37334382280772,29.7722060416097,
BOL,Bolivia,2024,3045.61476620329,17.9470160851028,46.9778716148403,5.09976568317427,1.37206798819615,31.2590732889611,
BIH,Bosnia and Herzegovina,1994,871.398487189453,,101.847227683838,,-4.6947674302463,25.8552890287063,
BIH,Bosnia and Herzegovina,1995,1013.22444430671,19.9831460781267,91.8796126648453,,-0.264696613722251,25.6999990691539,
BIH,Bosnia and Herzegovina,1996,1498.0059275225,41.2139014001628,107.500043530726,,4.20786610562907,25.6999991174593,
BIH,Bosnia and Herzegovina,1997,1974.057421178,41.9999993717899,100.630964756317,,3.62316159046938,25.2176237420683,115000.0
BIH,Bosnia and Herzegovina,1998,2262.03263639383,38.0000002760846,125.666609057011,,1.7546739878352,27.4301795819969,148000.0
BIH,Bosnia and Herzegovina,1999,2452.85188377919,27.9999793095576,121.820541564193,,0.99637536807999,24.3568468974682,147000.0
BIH,Bosnia and Herzegovina,2000,2567.34137094619,30.3063848486067,85.3577431341788,,0.710877055593974,21.5373916859689,171000.0
BIH,Bosnia and Herzegovina,2001,2617.18230350812,31.5798435626332,86.0357340130948,,0.471676305567227,20.9376145916292,139000.0
BIH,Bosnia and Herzegovina,2002,2743.13878615838,31.4743870270505,78.7274783626,,0.204698282637517,19.8153934660799,160000.0
BIH,Bosnia and Herzegovina,2003,2855.68314939849,30.2984402640792,80.5694572639365,,-0.226593575129443,19.8200761189261,165000.0
BIH,Bosnia and Herzegovina,2004,3063.83543448936,30.5199983473086,81.8126861817184,,-0.902366959162245,20.2334932914418,190000.0
BIH,Bosnia and Herzegovina,2005,3217.81341615345,29.4542245809708,84.3554628217984,,-1.08029233976901,21.4328425323645,217000.0
BIH,Bosnia and Herzegovina,2006,3419.75887457192,25.812454778118,79.8299477752016,6.12556615620285,-0.814268145096121,21.0300824020691,256000.0
BIH,Bosnia and Herzegovina,2007,3665.08966529499,30.4691927596175,83.551858889163,1.50077710611542,-1.23438180520165,21.7724374056523,306000.0
BIH,Bosnia and Herzegovina,2008,3929.03297717336,32.3119832270202,86.1628798430504,7.42704310332953,-1.65511289388464,23.2014104320358,322000.0
BIH,Bosnia and Herzegovina,2009,3877.53540078456,23.713209921992,73.7474942255023,-0.381464282453057,-1.73115539384589,22.9076469417103,311000.0
BIH,Bosnia and Herzegovina,2010,3981.20985692032,21.9146685888149,80.9682159626823,1.99621236745887,-1.77665932121615,22.4540096321725,365000.0
BIH,Bosnia and Herzegovina,2011,4094.25329541877,22.6759067100927,87.8363477136556,3.67125,-1.84492216631166,22.1932597066813,392000.0
BIH,Bosnia and Herzegovina,2012,4139.91732773657,22.8835705606596,88.1451088628529,2.05267452001717,-1.93437927837206,21.6232008180939,439000.0
BIH,Bosnia and Herzegovina,2013,4306.73175072214,21.6685850406414,87.9312380280562,-0.0930456838317588,-1.62767576055568,22.3236748683798,529000.0
BIH,Bosnia and Herzegovina,2014,4412.67617817734,23.0340139751835,90.5522780395662,-0.897194054194333,-1.2829607801223,22.1563691753674,536000.0
BIH,Bosnia and Herzegovina,2015,4662.25869219448,22.1698345771577,88.291992587588,-1.03602303425474,-1.30696713269434,21.7264522311122,678000.0
BIH,Bosnia and Herzegovina,2016,4876.53471495633,23.3303836437325,88.2440340022738,-1.58400833333336,-1.30267774814121,22.3443510624615,778000.0
BIH,Bosnia and Herzegovina,2017,5099.81602856447,25.1642904731319,96.6458803566861,0.810039425333895,-1.28437067954589,23.1210747823113,923000.0
BIH,Bosnia and Herzegovina,2018,5360.25201017633,24.8120206694305,98.4320694182631,1.41710814018034,-1.22313569369776,23.7113564316664,1053000.0
BIH,Bosnia and Herzegovina,2019,5583.29721276458,25.1910361335464,94.516125154246,0.56278215406123,-1.23185506471358,23.2037923257609,1198000.0
BIH,Bosnia and Herzegovina,2020,5490.75366635139,23.4676997821764,82.5216467994007,-1.0512960076349,-1.39008469041609,23.7775660166922,197000.0
BIH,Bosnia and Herzegovina,2021,5995.54197590494,26.2530245363466,96.7391144408744,1.98163900587622,-1.66384860150923,24.7993812228801,
BIH,Bosnia and Herzegovina,2022,6327.16206849174,27.9026684634452,110.205283719751,14.0208440826771,-1.24363802761194,24.6632482599279,
BIH,Bosnia and Herzegovina,2023,6493.32400514463,27.0434003535468,99.6330317954442,6.1059011284828,-0.617510129445164,23.721885700131,
BIH,Bosnia and Herzegovina,2024,6746.95366547249,27.3654614276439,94.7601778509961,,-0.655819991673837,22.4415017755464,
KHM,Cambodia,1994,513.967147967874,11.9385508104385,64.4680319495873,,6.97860299679541,13.7227155633242,
KHM,Cambodia,1995,520.926883186145,14.5523168445019,77.7667280459137,-0.798944337811878,8.09818955055196,14.26204476065,220000.0
KHM,Cambodia,1996,511.670349597704,14.7200558132128,69.161566797509,7.15086140872796,7.52306354037061,14.988565801564,260000.0
KHM,Cambodia,1997,496.770551310941,15.0204998406386,78.9346444583816,7.96021397777456,6.883669247052,16.3857369937735,219000.0
KHM,Cambodia,1998,499.016649050833,11.8337696618173,75.6194730009492,14.8065035437763,4.12422750057528,16.7090818114912,287000.0
KHM,Cambodia,1999,552.901492232643,16.9837280190751,94.1768880770207,4.00820702088782,1.70665891380385,18.0398264256172,368000.0
KHM,Cambodia,2000,598.561915252147,20.3442509411501,110.397125303731,-0.791992529473567,1.59016992993238,21.6455986512559,466000.0
KHM,Cambodia,2001,632.833573980849,20.2055208570396,111.771741244001,-0.600648300123686,1.56166865874357,23.2646257907737,605000.0
KHM,Cambodia,2002,662.188341283454,23.868414318253,118.269562072288,0.211466568022607,1.54239258007881,25.3793058382166,787000.0
KHM,Cambodia,2003,719.333494240509,24.0058224692333,120.074969093599,0.94174611779921,1.5110719151833,26.3428745441044,701000.0
KHM,Cambodia,2004,775.847139030978,23.9729963521885,131.351481056276,4.31933677434786,1.47375057040259,27.6802685813967,1055000.0
KHM,Cambodia,2005,866.340290123209,24.3001536627765,133.551965265648,6.61525912001587,1.4576145365221,27.4192470160455,1422000.0
KHM,Cambodia,2006,947.065220050691,25.2476635792145,140.348734318483,5.81068550464306,1.47594305468246,29.0700225848228,1700000.0
KHM,Cambodia,2007,1030.23117620792,25.6914602814207,133.700023826819,8.70882770568049,1.47554433066197,28.1400350776131,2015000.0
KHM,Cambodia,2008,1090.57475806147,23.0800200013877,130.393510678736,24.096851930605,1.51791486007376,26.0495966887473,2125000.0
KHM,Cambodia,2009,1117.25834194514,26.3323279290139,102.2879490147,-1.24171754189637,1.57665618141569,25.5665162922046,2162000.0
KHM,Cambodia,2010,1155.85236856699,22.317490039603,109.998400607758,3.99639528107218,1.55621745380597,26.0088985136981,2508000.0
KHM,Cambodia,2011,1221.38839852454,22.3677149230901,109.790505166814,5.4784474961745,1.51839242344005,26.6606926732023,2882000.0
KHM,Cambodia,2012,1295.25271477893,24.6712332656387,116.740233418212,2.93431609293951,1.49998418675996,27.6110297650086,3584000.0
KHM,Cambodia,2013,1376.29557595926,26.8520095001976,124.887552768657,2.94162509547349,1.49510212980529,28.9581198037895,4210000.0
KHM,Cambodia,2014,1464.53115866927,30.0126716073678,124.454908526693,3.85568861424207,1.4824372519955,29.9169916479613,4503000.0
KHM,Cambodia,2015,1547.32010444393,29.8714938168298,122.109596815379,1.22393195511119,1.46023762985186,31.4639051712341,4775000.0
KHM,Cambodia,2016,1645.46671578126,30.3850325759008,122.704555602667,3.01913975139128,1.45860767566845,33.0562094608004,5012000.0
KHM,Cambodia,2017,1753.93530504662,30.6334526919382,121.155451298689,2.91263557371478,1.38176596089867,34.2980809169165,5602000.0
KHM,Cambodia,2018,1884.28374817086,30.7394192448512,118.43765541305,2.45908515380146,1.24368277407927,36.8714237524226,6201000.0
KHM,Cambodia,2019,2008.32094006706,31.3945541935104,115.736679072448,1.94257500833107,1.26258301009769,39.0455946521572,6611000.0
KHM,Cambodia,2020,1908.63427518336,31.351227539335,122.105396346568,2.9402951426397,1.47062988552696,37.4576122779361,1306000.0
KHM,Cambodia,2021,1938.76436741728,30.3788112661952,146.179846509715,2.92073477592949,1.47677836241244,40.3205085730071,
KHM,Cambodia,2022,2011.27433313262,34.5945264318735,145.873632761406,5.34370264895437,1.33088813106016,40.8649626222158,
KHM,Cambodia,2023,2085.05748462122,33.2944796211269,134.206842395931,2.12746796594194,1.28320677599476,40.5173741615592,
KHM,Cambodia,2024,2183.55682401667,32.1861316004857,143.447009703011,0.808042016536654,1.22593986324555,41.7506561774631,
DOM,Dominican Republic,1994,3167.94494108567,21.0043956056779,77.157908271893,8.26076798575834,1.91867451075805,32.4324551854109,
DOM,Dominican Republic,1995,3286.36149249382,20.0495370317422,73.8979593803276,12.5359594558963,1.87366695978571,32.1772137052539,1806000.0
DOM,Dominican Republic,1996,3419.50600399521,20.0542675368915,72.6424908698332,5.39929385038922,1.81876652347671,33.5438672350398,2037000.0
DOM,Dominican Republic,1997,3659.50819044162,22.1014052569614,74.2332371692166,8.29656754792046,1.74230660119003,32.1119192793235,2482000.0
DOM,Dominican Republic,1998,3840.8718026365,28.0693783386682,75.9113027135939,4.83166558591895,1.65352423438546,32.9162985066011,2702000.0
DOM,Dominican Republic,1999,4004.19876842647,27.1127710844376,76.3027532814337,6.47054186846928,1.62144133588108,33.1584737925779,2932000.0
DOM,Dominican Republic,2000,4123.10573163115,27.8926622004107,79.3003930961432,7.72413566181616,1.62045560357101,31.6704245093107,3161000.0
DOM,Dominican Republic,2001,4158.98430282429,26.7706440741139,70.5105678080061,8.88306848812961,1.57295522360966,29.7327726328976,3090000.0
DOM,Dominican Republic,2002,4280.80182397408,26.9567556785451,68.7232829028777,5.22336769759447,1.50182779865574,31.088108747831,3058000.0
DOM,Dominican Republic,2003,4162.66686117661,19.4091627404806,84.4495031861592,27.4497127394395,1.43989527377933,31.8823029095459,3680000.0
DOM,Dominican Republic,2004,4212.01044121773,20.6273486504175,81.3514229381911,51.4608598338065,1.37429292476688,31.8129445090859,3907000.0
DOM,Dominican Republic,2005,4549.24957008857,24.7730711459319,61.6535587358027,4.19020260472056,1.31090240619311,30.2693576810614,3981000.0
DOM,Dominican Republic,2006,4904.71715839398,26.9268715003108,63.7664826351505,7.57280523853074,1.25120281923629,31.1098612659885,4268000.0
DOM,Dominican Republic,2007,5204.78500652254,27.6334194585944,61.229259153164,6.14356655248047,1.21803887479734,30.5469468544139,4365000.0
DOM,Dominican Republic,2008,5308.92664966814,29.8982115807869,61.4285058325394,10.6446210953712,1.23469232350419,29.3755031583439,4455000.0
DOM,Dominican Republic,2009,5294.64953374426,23.3722106355299,50.6509376792025,1.44215131834353,1.26774062661765,27.3561708818325,4489000.0
DOM,Dominican Republic,2010,5666.45633430206,26.0714218346178,56.0573964175321,6.32993220146146,1.28013209833069,27.2729956898842,4478000.0
DOM,Dominican Republic,2011,5773.57403459156,24.6033236905519,59.0692578401698,5.79676809206533,1.26934108138221,27.543253721519,4654000.0
DOM,Dominican Republic,2012,5860.29893321013,23.7525597160893,58.5062536731089,3.69449707884777,1.24691664021516,27.3630347889582,4901000.0
DOM,Dominican Republic,2013,6075.03399972737,22.1057612783667,56.8137658014945,4.830950967408,1.21814094005704,28.042816852784,5114000.0
DOM,Dominican Republic,2014,6430.27811051339,22.3946076084169,55.6601041506633,2.99864226125219,1.18674032060011,28.3860007406051,5576000.0
DOM,Dominican Republic,2015,6800.95309395474,22.6506907232187,52.3471238667007,0.836746346724557,1.14988204322301,26.9345632876959,6129000.0
DOM,Dominican Republic,2016,7177.75376475488,22.1728652705364,51.7306571245477,1.61416607245223,1.11122425240832,25.8795514870557,6769000.0
DOM,Dominican Republic,2017,7379.39978067137,21.1809206285418,50.7595355508472,3.27955694678546,1.08787494846018,25.7840049829017,7296000.0
DOM,Dominican Republic,2018,7818.70593240469,25.2022908220767,52.3351709577013,3.56443426013508,1.07428473724925,26.9196437003489,7551000.0
DOM,Dominican Republic,2019,8117.04639185786,25.2348623794613,50.912982200697,1.81060377042959,1.0333133463082,27.3564369481505,7550000.0
DOM,Dominican Republic,2020,7395.8734262396,24.879515915457,44.7331613466756,3.78103179915517,1.04334076460591,28.8243175766758,2748000.0
DOM,Dominican Republic,2021,8344.90510312395,30.2749635460096,51.9500227303115,8.24300347981809,1.04082961778304,30.8689593199686,
DOM,Dominican Republic,2022,8698.13592094395,30.6705570734763,54.3781976712844,8.81109209279587,0.959629735113671,30.8255427451738,
DOM,Dominican Republic,2023,8809.96335385949,27.8145628515185,49.8436131764417,4.78561281021135,0.891159203732232,29.3086832346831,
DOM,Dominican Republic,2024,9168.45418897141,26.9980468938553,51.7835143952326,3.30223338951227,0.846199988604412,28.724388436827,
ECU,Ecuador,1994,4087.34069011974,17.4256704062713,43.7777474951998,27.3108817940495,1.93487740447413,28.2500633665148,
ECU,Ecuador,1995,4100.68735341031,16.0884542552235,45.9112707318244,22.9341344145802,1.90154880558548,27.1405229373742,440000.0
ECU,Ecuador,1996,4093.84154476335,14.9386605261091,44.2157026832153,24.4114592150674,1.88400623342994,26.7891803608979,494000.0
ECU,Ecuador,1997,4192.85523208483,16.6179432038656,45.0171863180765,30.6575675722173,1.84701407802257,25.8733559916857,529000.0
ECU,Ecuador,1998,4252.04348649475,19.9849105614128,43.395107949805,36.0984331623886,1.81253773221791,25.8163124547115,511000.0
ECU,Ecuador,1999,3979.19293611513,15.7601582851424,49.2012507989376,52.2420051858225,1.77669252856716,28.7803284365777,518000.0
ECU,Ecuador,2000,3953.39879728357,17.1669504072431,65.4042953826391,96.0963756926096,1.73622001498213,34.6929113152167,627000.0
ECU,Ecuador,2001,4049.0001889951,18.4913081237538,56.128486744205,37.6767454518094,1.73078123060297,28.4638100268279,641000.0
ECU,Ecuador,2002,4174.89793579965,19.6562625754518,54.7966439366136,12.4835980082095,1.74851970226664,27.9809746339912,683000.0
ECU,Ecuador,2003,4220.21298466638,15.7730766736655,52.3575426975979,7.92936487461556,1.76411317879339,27.5468648555501,761000.0
ECU,Ecuador,2004,4430.23717984188,16.2503185471483,56.0745467239942,2.74323198926704,1.75235156486952,29.6637383769892,819000.0
ECU,Ecuador,2005,4589.32849203452,17.4645010337808,61.9581507902572,2.1682770118372,1.72987869573938,32.1244730702211,860000.0
ECU,Ecuador,2006,4706.98056823816,18.118128561743,65.8423556166562,3.29874846258215,1.7182541754606,34.7933483797009,841000.0
ECU,Ecuador,2007,4715.30359842555,18.3175597771056,68.8505854462677,2.27618478002121,1.70789173160639,35.4352292862054,937000.0
ECU,Ecuador,2008,4939.90215021789,21.5659407925863,74.5902963648439,8.40009593987462,1.70519778784789,38.9201614839835,1005000.0
ECU,Ecuador,2009,4909.33681705683,21.1732351412126,57.3473460627608,5.15996829181047,1.7057702083506,31.0916213331503,968000.0
ECU,Ecuador,2010,5022.20374387205,23.4900158733515,65.7773849135062,3.55437734567843,1.67708805313164,33.9061751825852,1047000.0
ECU,Ecuador,2011,5359.45724615639,23.5320911453288,70.0356837525249,4.4745326579584,1.6415369766541,37.4057005178901,1141000.0
ECU,Ecuador,2012,5579.85624282158,23.0133036457677,67.0029290916898,5.10172180958666,1.59213440589397,37.0917503800762,1272000.0
ECU,Ecuador,2013,5893.32172683036,24.8833528938608,63.4333003342414,2.72177577710371,1.49740896116979,36.8322936524171,1364000.0
ECU,Ecuador,2014,6055.04172761485,24.7058907826623,61.4263766217565,3.58922016616663,1.43205886583809,35.7119955282529,1695000.0
ECU,Ecuador,2015,5976.1596805651,22.6864358338097,47.8280397077826,3.96664623255358,1.43093059839379,28.0900423392523,1676000.0
ECU,Ecuador,2016,5849.13587933672,20.2460508591084,40.5344917996647,1.72826463324533,1.45809147770557,27.5339637947157,1569000.0
ECU,Ecuador,2017,6104.27253521751,22.4803878213361,43.6177233172817,0.417335588666825,1.52946083980042,28.4680086969835,1806000.0
ECU,Ecuador,2018,6063.0956178776,22.5404393330524,48.0093476154836,-0.224103246005552,1.71572391035149,28.0147488586162,2535000.0
ECU,Ecuador,2019,5971.38938386723,21.04923118303,48.0828494933307,0.266012515466155,1.68935479627168,26.6504631266844,2108000.0
