year,Albania,Bolivia,Bosnia and Herzegovina,Cambodia,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Georgia,Ghana,Guatemala,Honduras,Indonesia,Kazakhstan,Kenya,Kyrgyz Republic,Moldova,Mongolia,Morocco,Nepal,North Macedonia,Paraguay,Peru,Philippines,Rwanda,Senegal,Serbia,Tajikistan,Tunisia,Viet Nam
2014,15.053007714312571,24.86327146306712,-102.40437544323322,-26.867851281428784,-256.6857882736185,183.53725254796882,-71.4052890154544,2.1942917503401986,-130.4826055027902,39.88764005971234,-48.702044786789884,-23.443843424571696,-11.212730610427116,3796.4319434549097,9.335831108485081,26.588581790475246,63.4599169727112,269.0425346584202,-67.359340880344,5.425930152121964,-2.425895193514407,11.58458256769427,-58.29952378415874,-16.728877209288385,-163.95604270680394,-86.83998824005857,-467.4002297298639,2.6035526692988924,70.15782831532988,-61.798344443286624
2015,-11.318223322184167,56.304758454379225,-11.881664925143014,-1.4638526185494811,21.519021556265216,41.86845023281694,-46.821441533613324,-12.978529679564872,-45.02867569283762,-3.943867352630832,-25.113971947547725,-20.149564603941144,-3.344059629886033,3395.16953164346,1.355709450059976,7.656304585441603,-25.868617030419045,174.26979807766065,-3.16490898246866,-8.295424736313748,18.087950655016357,-6.872925669121287,45.70431613171513,-15.862673076283954,-149.85221677790992,-83.55926766706193,-405.1521735666629,-8.509372215386179,3.866837724632205,-14.52219212356431
2016,59.85271591136461,64.90953778294443,-4.194742993924592,42.16593715947238,285.75726591546754,-158.7567290361958,-37.86208787148098,20.66387177794013,57.0298521144141,-22.857327601390125,-60.28779017602392,-7.161220590766334,12.48329514836405,2973.669548547121,-3.4030095628227173,4.201781501633377,13.182039800346956,34.56026223256731,-48.46572138462716,-34.01077977022294,-2.6160432676815617,80.16264063167182,172.1280748628642,7.310245451062201,-126.39081166268204,-65.40576573649082,-203.67982689441214,-2.108645729547902,-54.518175651897764,-6.0164288386581575
2017,73.20681832299488,49.43988099885337,41.29104907231067,79.76017328694388,308.1465788099613,-56.13533625337004,-48.16380567979013,31.44060525031182,114.35034530460507,19.667024265350165,-96.50076093343023,9.918886100508189,16.36631426271697,3024.872083960331,-21.63668379753608,-13.733549189998485,51.28658647316024,-6.3750276146715805,-19.99094513903765,22.287678597112745,-107.53236483395995,88.94403247728314,47.98674386903622,58.402733803149204,-186.01193917310002,-47.91578156967421,-152.1459773470424,5.842560354668649,-108.73665452379419,-0.5073537029638828
2018,82.83442880953498,4.8190135734621435,37.96472806271777,113.36097017837346,575.2803931088429,-220.90216310611322,-29.817846035455204,36.729098756252824,152.45546350539917,13.371635252311307,-111.27148562716184,3.5709373684185266,-8.896637996921072,2851.5060824232087,-14.048491864306698,-47.684524035078084,55.50447464815943,1.8073840038896378,-27.227923777934393,47.52979213412141,-148.65961616028562,59.63451686794997,-15.04475471511978,43.03174641230589,-213.21010928798296,-59.08422454493325,30.768201504712124,5.31464540367233,-153.73008190430664,3.743154111879903
2019,45.95838866205486,-40.551961914222375,23.138700237070225,136.8786911064176,768.1839412158324,-362.64083385805316,42.113218837504064,27.415008029835917,249.52060216522113,25.71260807218073,-92.80671138935486,-26.616419656520975,-0.11850469743740177,2872.6376799809395,-10.13909450772394,-66.87842083599298,44.360096994751984,-50.92604618020869,-20.89350841307578,48.97252297335149,-28.609733996147952,-126.76933620087766,-90.85543592208978,62.818713483376996,-213.24588739870808,-82.65267798055447,196.92810244922293,-3.005919152251863,-245.4692884943688,33.347328823459975
2020,137.0837139446612,-351.172569391696,205.03001568133914,118.26779686517807,278.0341060606379,-789.8256548286636,255.71297010105718,-164.35750832971553,168.7540186757933,81.8149394219181,129.20706278080434,-170.42555460558287,106.94115860756483,3169.1625553838994,2.0213574508450165,-124.9304257563781,-139.62469587726582,-33.464528576912926,-74.74742149343729,49.210784642923386,17.944391972408084,308.06361631406253,-619.3584506226771,-113.21214133845024,-210.27905455658208,-54.29866323175429,418.2254354153047,82.81094337400145,-517.6456257954073,318.1326989276449
2021,228.31178120803452,-252.14731439817479,150.18786786849523,-15.626701294546137,979.226006305912,-560.7403039238579,124.85698493886957,-14.835303011372162,553.8459748343212,68.0441684088637,-18.279643791956005,-60.73285148214518,6.43958749495323,2528.486424403649,5.864088013198398,-159.5550427836199,154.06874568100648,-455.2405095363042,-46.963578344415055,20.058113525576573,-111.37287677749009,-108.73749465878336,-35.97272831480586,-247.71945086303413,-191.74700775871304,-71.86787421317922,753.2850994788687,119.52916012366632,-652.223488076299,129.5460751977107
2022,218.2961148311615,-241.23919223507482,179.5138342955379,-120.36871826042216,1265.4117957643302,-315.7553596805901,230.20260233281851,-27.716109623261218,922.0816357265749,14.398864524500823,-17.711631337569997,-70.47123807120488,7.045438098267368,2360.2123203967494,6.1645015312353735,-134.87438744605015,-163.54290032488097,-720.3380321744671,-123.65818413326497,8.818180057736072,-141.81980809311153,-453.8753628933864,2.6185104387777756,-163.74280567342748,-177.6597908695901,-105.58512386794041,1009.5059695413711,123.9408766505801,-762.0804432910622,226.62401215473756
2023,301.9732352750025,-323.9416709660113,83.68558179228785,-198.1431768037237,1114.1414652739459,-471.4736695880383,213.5870004773874,6.074330513883979,1091.1712143777495,-61.98630164536871,-39.541997476328106,-75.14976729336695,42.255560694678934,2643.43191867681,25.03542533115683,-97.31636811974727,-201.74893342408086,-779.1364696309602,-116.57217994203074,-27.031087287714854,-113.28220391199739,-281.2100501697605,-381.1106749409573,-84.8845778390355,-142.516688476176,-136.14024395308047,1155.2176959988847,141.5537210153982,-901.2079306793089,213.8844246494391
2024,356.7580364820951,-517.2895228041571,40.08963446935468,-245.85759364876458,1207.867715702415,-852.3734287008319,124.11597760106997,-3.3704422353876,1298.2833279183124,-67.80464894331544,-21.053060975124026,-105.36891913677937,53.74596801179723,2704.3300736583915,13.29235845211474,-29.056918727435004,-325.649496473558,-934.5758051834764,-98.51684826721976,-34.195776542148906,-139.00984810659884,-123.2320000991158,-475.63101661836663,-65.9736754160499,-136.7953781112799,-132.3540713968414,1311.8761964912437,159.0406567233938,-951.3729879977923,278.93604080626756
